prompt,label,classname
"This large Weimaraner breed has a sleek, silver-gray coat, a muscular body, and a friendly, energetic temperament. They were originally bred for hunting large game, such as deer and boar, in Germany and are known for their intelligence, stamina, and strong sense of smell.",178,Weimaraner
"This medium-sized Staffordshire Bull Terrier breed has a muscular, stocky body, a short coat, and a friendly, affectionate temperament. They were originally bred for bull-baiting and dogfighting in England but have become popular companion animals due to their loyalty and gentle nature with humans.",179,Staffordshire Bull Terrier
"This medium-sized American Staffordshire Terrier breed has a muscular body, a short, glossy coat, and a friendly, confident temperament. They were originally bred for bull-baiting and dogfighting but have become popular companion animals due to their loyalty, intelligence, and courage.",180,American Staffordshire Terrier
"This medium-sized Bedlington Terrier breed has a distinctive, curly, lamb-like coat, a slender body, and a playful, affectionate temperament. They were originally bred for hunting small game, such as rabbits and rats, in England and are known for their agility, speed, and strong prey drive.",181,Bedlington Terrier
"This small Border Terrier breed has a wiry, double coat, a sturdy body, and a friendly, lively temperament. They were originally bred for hunting foxes and other small game in the border region between England and Scotland and are known for their intelligence, agility, and stamina.",182,Border Terrier
"This medium-sized Kerry Blue Terrier breed has a wavy, blue-gray coat, a strong, muscular body, and a friendly, spirited temperament. They were originally bred for hunting small game and herding livestock in Ireland and are known for their intelligence, agility, and loyalty.",183,Kerry Blue Terrier
"This medium-sized Irish Terrier breed has a dense, wiry coat, a muscular body, and a friendly, courageous temperament. They were originally bred for hunting small game and guarding livestock in Ireland and are known for their intelligence, agility, and strong prey drive.",184,Irish Terrier
"This small Norfolk Terrier breed has a wiry, double coat, a compact body, and a friendly, outgoing temperament. They were originally bred for hunting small game, such as rats and foxes, in England and are known for their intelligence, agility, and courage.",185,Norfolk Terrier
"This small dog breed has a wiry, double coat, a compact body, and a friendly, outgoing temperament. They were originally bred for hunting small game, such as rats and foxes, in England and are known for their intelligence, agility, and courage. The main difference between the Norwich and Norfolk Terriers is the shape of their ears, with Norwich Terriers having erect ears and Norfolk Terriers having drop ears.",186,Norwich Terrier
"This small Yorkshire Terrier breed has a long, silky coat, a compact body, and a friendly, affectionate temperament. They were originally bred for hunting rats in textile mills in England and have become popular companion animals due to their intelligence, agility, and devotion to their owners.",187,Yorkshire Terrier
"This medium-sized Wire Fox Terrier breed has a dense, wiry coat, a sturdy body, and a friendly, energetic temperament. They were originally bred for hunting foxes and other small game in England and are known for their intelligence, agility, and strong prey drive.",188,Wire Fox Terrier
"This small Lakeland Terrier breed has a thick, wiry coat, a sturdy body, and a friendly, lively temperament. They were originally bred for hunting foxes and other small game in the Lake District of England and are known for their intelligence, agility, and courage.",189,Lakeland Terrier
"This small Sealyham Terrier breed has a thick, wiry coat, a sturdy body, and a friendly, outgoing temperament. They were originally bred for hunting small game, such as rats and badgers, in Wales and are known for their intelligence, agility, and determination.",190,Sealyham Terrier
"This Airedale Terrier to large-sized dog breed has a dense, wiry coat, a strong, muscular body, and a friendly, confident temperament. They were originally bred for hunting small game and guarding livestock in England and are known for their intelligence, versatility, and loyalty.",191,Airedale Terrier
